order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
O100876,C10713,P213764,Grocery,12.87,0.1,2,Debit Card,2024-01-01,6,East,No,23.17,3.98,-2.13,44,Male
O100877,C15977,P224409,Home,310.35749999999996,0.0,1,Debit Card,2024-04-28,5,East,No,392.75,7.82,83.88,23,Other
O100878,C13602,P208390,Beauty,21.19,0.05,4,Debit Card,2024-06-24,5,North,No,80.52,5.95,30.28,63,Male
O100879,C14134,P230172,Beauty,13.7,0.0,2,Debit Card,2024-08-26,4,South,No,27.4,6.24,6.09,55,Male
O100880,C17293,P235223,Fashion,142.45,0.0,1,PayPal,2024-01-05,5,East,No,142.45,6.85,43.01,58,Male
O100881,C13522,P237976,Fashion,208.17,0.05,1,COD,2025-04-29,4,West,No,197.76,8.37,60.85,23,Female
O100882,C14268,P240542,Electronics,310.35749999999996,0.0,2,PayPal,2024-05-12,6,East,Yes,392.75,9.58,83.88,27,Male
O100883,C14748,P247324,Sports,134.45,0.0,1,Credit Card,2023-10-03,5,West,No,134.45,7.67,32.66,36,Female
O100884,C14849,P248196,Fashion,5.1,0.0,4,UPI,2025-09-09,6,South,No,20.4,4.25,2.89,26,Female
O100885,C11243,P203365,Home,59.56,0.0,1,COD,2024-08-13,5,South,No,59.56,6.59,10.09,59,Female
O100886,C13709,P225836,Grocery,35.14,0.0,1,COD,2023-11-29,4,West,No,35.14,4.06,-1.25,51,Male
O100887,C11081,P228554,Beauty,14.25,0.0,1,COD,2023-11-11,4,West,No,14.25,1.86,4.55,58,Other
O100888,C15779,P221663,Electronics,182.38,0.0,1,Credit Card,2025-06-04,5,Central,No,182.38,7.26,14.63,24,Male
O100889,C16619,P205951,Toys,17.15,0.0,1,UPI,2024-07-14,4,West,No,17.15,2.8,4.06,42,Other
O100890,C10455,P215175,Fashion,34.2,0.05,1,Debit Card,2024-09-08,4,West,No,32.49,5.34,6.03,59,Male
O100891,C14924,P211027,Beauty,50.96,0.0,1,Debit Card,2024-11-15,5,South,No,50.96,6.59,16.34,61,Female
O100892,C10894,P242273,Home,21.22,0.2,1,Wallet,2025-02-11,3,North,No,16.98,4.75,0.0,32,Male
O100893,C11384,P210094,Fashion,57.86,0.0,2,Credit Card,2024-07-04,4,North,No,115.72,6.49,34.01,45,Male
O100894,C11958,P223081,Electronics,310.35749999999996,0.0,2,Credit Card,2024-03-23,7,East,No,392.75,8.93,83.88,60,Female
O100895,C13072,P212167,Fashion,109.29,0.0,1,Debit Card,2024-10-06,4,Central,No,109.29,6.89,31.36,52,Female
O100896,C16530,P208769,Electronics,224.68,0.0,2,Credit Card,2025-09-08,6,South,No,392.75,10.32,43.6,43,Female
O100897,C11996,P223060,Fashion,22.19,0.05,1,PayPal,2024-10-13,5,South,No,21.08,3.99,3.39,61,Female
O100898,C16491,P201020,Grocery,13.97,0.1,1,Credit Card,2024-09-08,3,Central,No,12.57,6.57,-5.56,57,Female
O100899,C14285,P211845,Home,179.94,0.1,1,Credit Card,2024-02-19,4,West,No,161.95,8.87,36.48,45,Female
O100900,C10504,P236612,Toys,5.69,0.05,1,Wallet,2024-09-06,7,East,No,5.41,4.34,-2.18,54,Male
O100901,C11214,P236341,Beauty,7.22,0.0,4,Credit Card,2024-06-19,5,North,No,28.88,4.82,8.18,26,Female
O100902,C11531,P210485,Sports,40.09,0.0,1,Credit Card,2025-02-19,3,Central,No,40.09,5.71,6.32,19,Female
O100903,C13440,P238210,Electronics,142.6,0.2,2,Credit Card,2025-04-29,4,West,No,228.16,8.84,18.54,68,Other
O100904,C17576,P207914,Fashion,73.29,0.2,2,Credit Card,2024-02-27,5,South,No,117.26,7.23,33.81,40,Male
O100905,C10823,P240719,Home,109.61,0.1,2,Credit Card,2025-06-17,4,West,No,197.3,8.26,46.98,42,Female
O100906,C10928,P208802,Grocery,11.45,0.0,1,Credit Card,2024-04-12,3,Central,No,11.45,3.9,-2.98,41,Female
O100907,C15029,P241288,Electronics,54.81,0.2,1,Debit Card,2024-09-02,7,South,No,43.85,7.0,-1.74,35,Female
O100908,C15236,P233314,Home,310.35749999999996,0.05,1,Debit Card,2024-10-21,6,East,Yes,392.75,8.78,83.88,26,Male
O100909,C10133,P248298,Electronics,310.35749999999996,0.0,1,Credit Card,2023-10-08,4,Central,No,392.75,9.08,65.98,57,Female
O100910,C12105,P219565,Home,87.21,0.05,3,Credit Card,2023-11-21,7,West,No,248.55,7.54,62.05,29,Female
O100911,C13627,P227617,Beauty,4.7,0.0,1,UPI,2024-07-15,4,West,No,4.7,2.36,-0.24,59,Other
O100912,C14780,P241766,Sports,126.54,0.0,1,Debit Card,2025-05-19,6,East,No,126.54,6.52,31.44,52,Male
O100913,C16815,P225609,Electronics,298.89,0.0,1,Credit Card,2025-07-17,4,Central,No,298.89,8.94,26.93,50,Male
O100914,C16316,P244233,Electronics,310.35749999999996,0.15,3,Credit Card,2024-03-22,5,Central,No,392.75,9.45,83.88,50,Female
O100915,C11852,P220371,Home,159.03,0.0,1,Debit Card,2024-05-05,6,South,No,159.03,8.74,35.79,61,Female
O100916,C14910,P248384,Grocery,3.21,0.0,1,PayPal,2024-02-25,3,Central,No,3.21,1.2,-0.94,46,Male
O100917,C15268,P219124,Fashion,24.6,0.0,1,Debit Card,2024-03-17,5,South,No,24.6,4.18,4.43,37,Female
O100918,C14175,P212717,Home,12.36,0.0,2,Debit Card,2025-05-25,5,Central,No,24.72,6.46,0.46,21,Other
O100919,C12933,P248193,Home,310.35749999999996,0.05,3,PayPal,2025-08-31,5,Central,No,392.75,10.56,83.88,36,Female
O100920,C13284,P237669,Electronics,310.35749999999996,0.0,1,Credit Card,2025-05-04,6,South,No,392.75,10.09,59.96,41,Male
O100921,C14298,P226272,Toys,53.97,0.05,1,COD,2025-03-02,3,North,No,51.27,3.98,16.53,31,Female
O100922,C12811,P211842,Fashion,7.22,0.2,3,COD,2024-07-11,5,East,No,17.33,4.65,1.42,30,Female
O100923,C15348,P238476,Sports,78.23,0.2,1,Debit Card,2023-11-02,4,West,No,62.58,6.1,12.67,55,Female
O100924,C15795,P202082,Home,191.18,0.0,1,UPI,2024-06-11,5,East,No,191.18,8.31,45.22,31,Female
O100925,C11250,P226261,Beauty,5.68,0.0,3,Debit Card,2025-06-23,7,East,No,17.04,6.11,1.56,36,Male
O100926,C15778,P220970,Electronics,310.35749999999996,0.0,5,Credit Card,2024-05-19,7,West,No,392.75,11.7,83.88,31,Female
O100927,C15651,P209795,Grocery,14.73,0.0,1,Credit Card,2025-03-22,6,East,No,14.73,4.79,-3.61,68,Female
O100928,C13512,P245309,Fashion,211.34,0.0,4,Credit Card,2024-04-24,4,Central,No,392.75,10.88,83.88,56,Male
O100929,C17569,P233028,Sports,24.93,0.05,1,Credit Card,2024-09-05,5,East,No,23.68,4.7,2.4,61,Male
O100930,C16190,P220180,Toys,21.52,0.0,1,Wallet,2024-09-19,4,West,No,21.52,4.61,4.0,33,Female
O100931,C11256,P246335,Beauty,75.03,0.0,2,Credit Card,2024-12-11,5,North,No,150.06,5.41,62.12,29,Male
O100932,C13376,P227351,Fashion,71.93,0.0,1,Credit Card,2024-09-27,4,South,No,71.93,7.01,18.17,34,Male
O100933,C15645,P238750,Grocery,6.39,0.1,2,PayPal,2023-10-27,3,Central,No,11.5,2.8,-1.88,66,Female
O100934,C15262,P233268,Fashion,11.24,0.0,3,UPI,2024-01-18,6,North,No,33.72,5.53,6.27,69,Male
O100935,C13486,P201015,Grocery,44.68,0.05,2,COD,2024-07-05,4,North,No,84.89,7.47,-0.68,20,Male
O100936,C13584,P243293,Electronics,74.25,0.0,1,PayPal,2024-10-07,6,North,No,74.25,6.54,2.37,66,Female
O100937,C11396,P224489,Home,310.35749999999996,0.0,1,UPI,2024-08-14,5,North,No,392.75,9.75,83.88,63,Male
O100938,C13637,P236731,Electronics,167.55,0.05,1,UPI,2024-06-02,3,North,No,159.17,6.62,12.48,32,Female
O100939,C13330,P211866,Electronics,310.35749999999996,0.0,2,Credit Card,2025-02-27,4,North,No,392.75,10.6,83.88,49,Male
O100940,C12703,P245015,Fashion,44.73,0.0,2,PayPal,2025-07-12,4,West,No,89.46,5.43,25.88,48,Male
O100941,C10470,P235474,Electronics,310.35749999999996,0.0,1,UPI,2025-05-26,4,Central,No,392.75,9.93,83.88,68,Male
O100942,C17114,P215272,Grocery,8.32,0.1,1,Debit Card,2025-03-26,4,West,No,7.49,2.32,-1.72,47,Female
O100943,C15131,P232161,Toys,39.28,0.05,2,PayPal,2025-07-17,5,North,No,74.63,7.47,22.38,64,Female
O100944,C11353,P202099,Electronics,138.5,0.2,2,Credit Card,2023-10-25,6,South,No,221.6,8.8,17.79,30,Male
O100945,C12783,P206386,Fashion,35.91,0.1,1,PayPal,2024-02-11,5,West,No,32.32,5.55,5.76,52,Female
O100946,C12831,P205338,Sports,194.16,0.1,1,COD,2025-07-25,4,South,No,174.74,6.66,45.76,23,Male
O100947,C15063,P208300,Home,26.59,0.1,1,Credit Card,2024-12-29,6,East,No,23.93,4.67,2.03,51,Female
O100948,C10357,P221400,Toys,27.65,0.0,2,UPI,2025-01-04,4,West,No,55.3,6.5,15.62,37,Other
O100949,C13019,P224641,Home,85.61,0.1,4,COD,2025-06-15,7,East,No,308.2,7.68,78.62,49,Male
O100950,C17575,P204297,Sports,80.79,0.05,1,Credit Card,2025-07-21,6,South,No,76.75,7.06,15.96,58,Female
O100951,C10667,P219332,Beauty,24.2,0.0,3,UPI,2023-12-07,5,North,No,72.6,6.08,26.59,45,Male
O100952,C14468,P241173,Beauty,10.9,0.0,2,UPI,2024-08-29,5,Central,No,21.8,4.69,5.12,18,Female
O100953,C15127,P247862,Fashion,9.98,0.0,1,Credit Card,2023-10-14,5,West,No,9.98,3.82,-0.33,23,Male
O100954,C11145,P215201,Home,12.48,0.05,1,Credit Card,2024-05-29,8,East,No,11.86,3.47,-0.15,40,Male
O100955,C15467,P245382,Electronics,233.21,0.0,1,Wallet,2024-02-22,7,East,No,233.21,8.58,19.41,42,Male
O100956,C16819,P246129,Beauty,10.67,0.05,3,Debit Card,2025-01-28,5,Central,Yes,30.41,6.22,7.46,52,Male
O100957,C14185,P233808,Home,141.96,0.0,1,Wallet,2024-07-18,3,North,No,141.96,5.87,33.88,40,Female
O100958,C13719,P212810,Toys,26.75,0.1,1,Credit Card,2023-10-07,4,Central,No,24.08,5.19,4.44,62,Male
O100959,C12745,P207988,Fashion,39.45,0.0,1,Credit Card,2025-08-18,4,North,No,39.45,5.63,8.18,31,Other
O100960,C17483,P240327,Home,137.04,0.05,1,PayPal,2025-03-05,5,Central,No,130.19,8.51,27.94,50,Male
O100961,C17345,P219579,Fashion,45.45,0.15,4,COD,2025-07-09,5,East,No,154.53,6.96,47.13,69,Female
O100962,C10539,P221483,Beauty,3.11,0.0,1,Credit Card,2025-08-30,5,South,No,3.11,1.16,0.24,24,Female
O100963,C12779,P200503,Toys,38.25,0.0,1,Debit Card,2024-06-26,4,West,No,38.25,6.17,9.13,56,Female
O100964,C14964,P205344,Toys,3.21,0.0,5,Credit Card,2024-11-06,4,North,No,16.05,5.13,1.29,56,Male
O100965,C14136,P208947,Grocery,7.95,0.0,1,COD,2025-09-11,5,West,No,7.95,4.41,-3.77,53,Male
O100966,C14835,P209533,Grocery,2.55,0.0,1,Credit Card,2023-10-26,5,West,No,2.55,2.95,-2.75,40,Male
O100967,C13775,P247576,Toys,23.35,0.2,1,UPI,2024-04-19,5,South,No,18.68,3.51,3.96,34,Female
O100968,C16042,P240916,Fashion,24.37,0.0,1,UPI,2025-05-16,5,West,No,24.37,3.93,4.6,40,Female
O100969,C16645,P246923,Fashion,8.63,0.05,2,Credit Card,2024-10-23,4,West,No,16.4,4.3,1.44,18,Female
O100970,C17102,P215193,Home,16.11,0.0,1,Debit Card,2024-11-11,6,West,No,16.11,4.51,0.0,53,Male
O100971,C17312,P201381,Grocery,4.56,0.05,1,Debit Card,2025-07-01,9,East,No,4.33,1.44,-1.09,63,Male
O100972,C15320,P207012,Home,154.89,0.0,1,Credit Card,2025-06-12,5,Central,No,154.89,6.07,37.3,59,Male
O100973,C15024,P215213,Fashion,67.28,0.0,1,Debit Card,2025-09-01,4,West,No,67.28,4.88,18.67,38,Male
O100974,C16132,P227563,Grocery,2.81,0.05,1,Credit Card,2025-06-17,5,East,No,2.67,1.67,-1.46,66,Female
O100975,C17891,P215212,Home,29.72,0.0,1,UPI,2025-08-01,9,East,No,29.72,4.18,4.14,69,Female
O100976,C12508,P230124,Sports,98.45,0.0,1,Debit Card,2024-03-27,4,South,No,98.45,7.1,22.44,51,Female
O100977,C12779,P246576,Toys,64.0,0.1,2,Credit Card,2024-07-14,3,Central,No,115.2,7.51,38.57,26,Female
O100978,C16895,P210711,Toys,17.83,0.0,2,COD,2025-05-18,7,West,No,35.66,4.09,10.17,58,Female
O100979,C10924,P230266,Toys,26.46,0.0,1,Debit Card,2024-07-15,4,South,No,26.46,5.59,4.99,51,Female
O100980,C12956,P247941,Toys,18.85,0.0,3,Credit Card,2023-10-11,4,Central,No,56.55,7.18,15.44,30,Male
O100981,C11581,P209515,Sports,20.89,0.05,1,Wallet,2025-01-04,3,Central,No,19.85,5.57,0.38,67,Male
O100982,C17714,P220193,Home,310.35749999999996,0.0,1,Credit Card,2024-05-20,3,North,No,392.75,10.15,83.88,27,Male
O100983,C13324,P244707,Sports,17.35,0.1,1,Credit Card,2023-10-04,4,South,No,15.62,2.83,1.86,26,Female
O100984,C14485,P202131,Toys,30.06,0.0,1,Credit Card,2024-12-10,3,North,No,30.06,5.49,6.53,19,Female
O100985,C15713,P202424,Fashion,195.77,0.1,1,Debit Card,2025-01-16,3,North,No,176.19,7.31,54.36,25,Female
O100986,C17026,P244344,Fashion,23.89,0.0,1,PayPal,2024-12-23,5,East,No,23.89,4.68,3.68,55,Male
O100987,C10255,P221823,Fashion,14.26,0.1,1,COD,2025-03-27,4,Central,No,12.83,3.93,0.56,59,Female
O100988,C14804,P209200,Beauty,23.46,0.0,1,Debit Card,2024-03-05,5,South,No,23.46,6.52,4.04,45,Male
O100989,C11838,P223031,Electronics,310.35749999999996,0.15,1,Credit Card,2025-02-06,3,Central,No,392.75,8.62,49.03,40,Female
O100990,C11944,P203216,Toys,60.71,0.0,1,Debit Card,2024-10-12,7,Central,No,60.71,6.56,17.72,51,Female
O100991,C16593,P245594,Electronics,310.35749999999996,0.1,1,Debit Card,2024-02-19,4,West,No,391.06,8.41,38.52,20,Female
O100992,C10009,P200016,Electronics,183.02,0.1,1,PayPal,2024-10-28,5,West,No,164.72,8.49,11.28,35,Male
O100993,C12871,P237438,Fashion,38.53,0.0,2,Credit Card,2025-02-14,3,Central,No,77.06,6.29,20.68,62,Other
O100994,C10797,P226378,Beauty,38.09,0.1,1,COD,2025-08-04,3,Central,No,34.28,5.64,9.79,40,Female
O100995,C17409,P235391,Fashion,81.25,0.0,4,Wallet,2025-01-09,6,East,Yes,325.0,9.76,83.88,25,Female
O100996,C17418,P231734,Home,20.18,0.05,1,Debit Card,2024-06-28,4,South,No,19.17,6.19,-0.82,44,Female
O100997,C14972,P213350,Grocery,13.52,0.0,1,PayPal,2023-12-30,7,East,No,13.52,2.45,-1.37,49,Female
O100998,C15124,P249281,Toys,69.31,0.05,1,COD,2025-02-14,3,North,No,65.84,6.57,19.77,62,Male
O100999,C17286,P214450,Toys,32.25,0.1,2,Credit Card,2024-08-14,7,East,No,58.05,7.96,15.26,40,Female
O101000,C11015,P201473,Beauty,3.18,0.1,1,Debit Card,2024-02-01,4,South,No,2.86,2.85,-1.56,39,Female
O101001,C11824,P225525,Toys,7.01,0.0,3,Debit Card,2025-05-04,4,Central,No,21.03,4.9,3.51,40,Male
O101002,C14469,P228572,Toys,13.58,0.0,2,Credit Card,2023-12-26,3,Central,No,27.16,4.74,6.12,19,Male
O101003,C13136,P242028,Grocery,17.13,0.0,1,Credit Card,2024-01-07,6,East,No,17.13,4.51,-3.14,51,Male
O101004,C12193,P237079,Electronics,310.35749999999996,0.05,2,PayPal,2024-12-15,4,North,No,392.75,9.91,61.53,61,Male
O101005,C10223,P230110,Electronics,76.16,0.0,1,Credit Card,2025-03-12,6,Central,No,76.16,7.28,1.86,58,Male
O101006,C15358,P235504,Electronics,310.35749999999996,0.0,1,Debit Card,2023-10-04,3,North,No,392.75,9.76,48.52,41,Male
O101007,C16320,P226888,Grocery,25.02,0.0,3,Wallet,2025-08-18,4,North,No,75.06,6.82,-0.82,19,Female
O101008,C15898,P201946,Beauty,8.64,0.3,1,Credit Card,2025-07-13,6,East,No,6.05,3.72,-1.0,37,Male
O101009,C14948,P221943,Home,19.19,0.05,1,Credit Card,2024-02-09,7,South,No,18.23,2.36,2.74,29,Male
O101010,C17449,P215740,Home,216.09,0.15,1,PayPal,2025-06-29,4,West,No,183.68,6.4,45.03,45,Female
O101011,C14158,P226445,Toys,22.12,0.0,4,Credit Card,2025-07-14,3,North,No,88.48,5.97,29.42,59,Male
O101012,C15336,P249452,Grocery,22.42,0.15,1,Credit Card,2024-10-14,5,North,No,19.06,5.11,-3.59,66,Male
O101013,C13925,P209176,Sports,92.22,0.05,1,Credit Card,2025-09-05,7,South,Yes,87.61,9.28,17.0,36,Female
O101014,C16970,P229866,Sports,65.02,0.0,1,Credit Card,2024-07-09,5,East,No,65.02,4.87,14.64,63,Female
O101015,C16938,P244651,Fashion,167.2,0.0,5,Wallet,2025-05-04,7,South,No,392.75,8.78,83.88,45,Male
O101016,C14784,P237269,Home,209.34,0.0,1,Credit Card,2025-01-19,8,East,No,209.34,10.0,48.62,26,Male
O101017,C15580,P211618,Grocery,7.99,0.0,3,Debit Card,2025-06-25,4,North,No,23.97,6.34,-4.42,62,Male
O101018,C14000,P224736,Toys,48.82,0.0,1,UPI,2025-03-02,6,South,No,48.82,4.79,14.74,56,Female
O101019,C11633,P238682,Sports,310.35749999999996,0.0,1,Debit Card,2023-09-29,6,South,No,392.75,9.33,83.88,33,Male
O101020,C12152,P224601,Electronics,169.77,0.15,1,Credit Card,2023-12-31,5,South,No,144.3,6.77,10.55,54,Female
O101021,C17266,P232850,Electronics,310.35749999999996,0.0,1,Credit Card,2025-03-14,5,South,No,392.75,10.5,82.47,65,Male
O101022,C10510,P241132,Electronics,65.1,0.0,4,Debit Card,2025-05-02,5,West,No,260.4,8.0,23.25,25,Female
O101023,C10384,P205804,Beauty,8.91,0.1,2,Debit Card,2024-10-09,3,Central,No,16.04,4.32,2.9,44,Female
O101024,C10404,P219525,Beauty,7.3,0.2,1,Credit Card,2024-01-02,5,West,No,5.84,4.66,-2.03,43,Male
O101025,C16966,P245061,Grocery,6.81,0.05,1,Credit Card,2023-10-25,5,West,No,6.47,4.65,-4.13,35,Male
O101026,C14613,P227419,Sports,91.32,0.0,1,Debit Card,2025-07-03,6,East,Yes,91.32,7.82,19.58,34,Male
O101027,C14571,P223746,Fashion,67.58,0.05,1,Wallet,2025-07-12,6,West,No,64.2,7.99,14.48,31,Female
O101028,C12000,P212812,Electronics,310.35749999999996,0.05,1,Credit Card,2024-03-01,4,Central,No,392.75,9.79,82.27,31,Female
O101029,C12756,P226686,Toys,5.39,0.0,3,COD,2025-01-16,5,South,No,16.17,4.12,2.35,53,Male
O101030,C11668,P235852,Home,123.68,0.0,1,COD,2023-12-04,4,North,No,123.68,7.29,27.34,35,Male
O101031,C15989,P202045,Sports,89.55,0.0,1,Debit Card,2024-01-22,7,South,No,89.55,7.2,19.66,55,Other
O101032,C16914,P225336,Beauty,18.03,0.2,1,PayPal,2025-05-31,4,North,No,14.42,3.43,3.06,65,Male
O101033,C11460,P249356,Electronics,310.35749999999996,0.15,1,PayPal,2024-04-03,4,South,Yes,370.15,9.19,35.23,39,Male
O101034,C17190,P245952,Electronics,284.08,0.0,4,PayPal,2025-07-01,5,North,Yes,392.75,11.56,83.88,65,Female
O101035,C17140,P230460,Home,115.19,0.0,2,Credit Card,2023-10-08,4,West,No,230.38,8.2,56.31,31,Male
O101036,C13636,P247143,Home,310.35749999999996,0.1,1,UPI,2025-07-27,3,North,No,285.87,8.29,71.75,22,Male
O101037,C12724,P221668,Sports,203.53,0.0,1,Credit Card,2025-08-29,4,West,No,203.53,8.38,52.68,25,Female
O101038,C14809,P234320,Beauty,24.1,0.05,1,Debit Card,2024-02-18,6,South,No,22.9,3.75,6.56,29,Other
O101039,C17625,P240584,Grocery,3.24,0.2,1,Wallet,2023-11-02,5,East,No,2.59,1.93,-1.72,49,Male
O101040,C14178,P232575,Toys,64.68,0.2,1,PayPal,2025-07-01,6,East,No,51.74,6.52,14.18,68,Female
O101041,C15264,P233592,Home,138.34,0.1,1,Credit Card,2023-12-14,5,East,No,124.51,7.14,27.72,59,Male
O101042,C17252,P236516,Home,226.92,0.0,1,PayPal,2025-06-22,6,South,No,226.92,8.12,55.42,64,Other
O101043,C17245,P205578,Sports,15.57,0.1,1,Debit Card,2025-05-31,4,Central,No,14.01,4.6,-0.4,25,Female
O101044,C16600,P237965,Electronics,310.35749999999996,0.1,1,UPI,2024-05-05,4,West,No,392.75,10.87,74.25,26,Male
O101045,C15997,P241798,Grocery,16.57,0.0,2,PayPal,2024-12-14,5,South,No,33.14,4.81,-2.16,24,Male
O101046,C12048,P221079,Home,162.28,0.0,2,Credit Card,2024-11-24,4,Central,No,324.56,7.44,83.44,32,Female
O101047,C14146,P200937,Grocery,2.54,0.0,2,Credit Card,2024-11-01,4,South,No,5.08,2.71,-2.3,61,Male
O101048,C14780,P207595,Grocery,17.43,0.1,5,PayPal,2025-01-07,4,West,No,78.44,7.91,-1.63,54,Male
O101049,C10716,P200424,Beauty,4.95,0.0,3,Credit Card,2024-08-12,4,Central,No,14.85,4.75,1.93,34,Male
O101050,C17939,P244270,Electronics,68.67,0.05,1,Debit Card,2025-02-13,4,West,No,65.24,6.83,1.0,63,Male
O101051,C15565,P203051,Beauty,12.64,0.0,1,Credit Card,2024-11-12,3,North,No,12.64,4.38,1.31,48,Male
O101052,C14544,P235673,Beauty,3.57,0.15,1,Credit Card,2025-06-26,4,West,No,3.03,0.96,0.4,37,Female
O101053,C14976,P231342,Toys,5.42,0.0,1,Credit Card,2025-03-14,7,East,No,5.42,3.23,-1.06,39,Male
O101054,C14583,P212238,Electronics,310.35749999999996,0.0,2,Credit Card,2024-12-04,5,North,No,392.75,8.63,83.88,31,Male
O101055,C11823,P227786,Home,247.18,0.15,1,COD,2024-09-18,4,North,No,210.1,6.95,51.88,25,Female
O101056,C12081,P229668,Grocery,3.61,0.05,1,Debit Card,2024-06-09,4,South,No,3.43,0.91,-0.64,69,Female
O101057,C13419,P202694,Grocery,23.82,0.05,1,Credit Card,2024-03-12,4,North,No,22.63,2.66,-0.85,66,Male
O101058,C16238,P203595,Fashion,37.2,0.05,1,Debit Card,2025-01-05,4,West,No,35.34,5.05,7.32,45,Male
O101059,C17239,P201267,Toys,64.3,0.1,1,Debit Card,2023-09-15,4,North,No,57.87,5.12,18.03,41,Male
O101060,C11574,P200421,Electronics,98.76,0.1,3,Debit Card,2024-10-11,3,North,No,266.65,7.51,24.49,30,Female
O101061,C16297,P219650,Toys,3.08,0.0,1,Debit Card,2025-06-29,4,North,No,3.08,1.71,-0.48,33,Female
O101062,C10249,P207017,Fashion,96.69,0.2,1,Credit Card,2025-03-16,5,East,Yes,77.35,5.97,21.1,56,Female
O101063,C10673,P209849,Grocery,6.92,0.0,1,Debit Card,2025-04-26,5,South,No,6.92,2.91,-2.36,43,Female
O101064,C14533,P223513,Sports,70.08,0.0,1,PayPal,2024-03-20,4,Central,No,70.08,5.05,15.97,23,Male
O101065,C12165,P249117,Home,104.41,0.0,1,Credit Card,2024-08-05,3,North,No,104.41,5.19,24.04,23,Male
O101066,C10770,P244899,Fashion,90.74,0.0,1,Credit Card,2025-02-24,4,North,No,90.74,6.17,25.59,36,Other
O101067,C13962,P241644,Fashion,8.89,0.0,1,Credit Card,2024-05-17,4,West,No,8.89,3.21,-0.1,20,Male
O101068,C17473,P202226,Sports,88.77,0.0,1,Debit Card,2024-06-29,6,South,No,88.77,7.26,19.37,49,Female
O101069,C14363,P204388,Grocery,8.41,0.15,3,PayPal,2023-11-20,4,West,No,21.45,4.6,-2.88,25,Male
O101070,C11984,P202422,Sports,50.9,0.05,1,Debit Card,2025-02-23,4,Central,No,48.36,5.65,8.86,23,Female
O101071,C11077,P239994,Toys,10.42,0.0,1,Credit Card,2025-04-16,3,North,No,10.42,4.5,-0.33,42,Male
O101072,C10235,P209269,Toys,54.39,0.1,1,UPI,2024-04-12,4,West,No,48.95,6.09,13.49,69,Female
O101073,C10388,P212177,Grocery,5.11,0.0,1,Debit Card,2024-04-04,5,North,No,5.11,4.11,-3.7,22,Female
O101074,C13037,P212032,Sports,69.62,0.0,1,Debit Card,2025-08-06,5,North,No,69.62,7.84,13.05,48,Male
O101075,C17901,P244276,Fashion,38.38,0.05,1,Debit Card,2024-08-06,5,West,No,36.46,5.48,7.28,40,Male
O101076,C14858,P207316,Toys,27.03,0.0,1,Wallet,2023-09-25,5,East,No,27.03,4.5,6.31,58,Female
O101077,C11848,P202843,Fashion,40.98,0.05,1,COD,2024-11-10,7,East,No,38.93,5.81,7.82,68,Male
O101078,C16544,P228015,Grocery,13.78,0.3,2,Credit Card,2025-05-09,6,East,No,19.29,4.45,-2.91,22,Female
O101079,C14719,P204111,Home,77.0,0.05,1,Debit Card,2024-01-18,6,West,No,73.15,7.13,13.35,61,Male
O101080,C12814,P245231,Fashion,67.35,0.0,1,Debit Card,2024-09-21,3,North,No,67.35,5.49,18.08,62,Female
O101081,C13374,P222043,Fashion,35.83,0.05,2,PayPal,2024-09-27,7,East,No,68.08,6.71,17.12,61,Female
O101082,C17062,P230101,Sports,34.77,0.1,1,Debit Card,2024-09-19,4,North,No,31.29,4.8,4.59,65,Female
O101083,C13278,P246546,Electronics,310.35749999999996,0.0,1,PayPal,2023-12-10,3,North,No,392.75,9.45,62.77,46,Other
O101084,C11252,P236992,Grocery,20.09,0.0,5,Debit Card,2025-03-23,3,Central,No,100.45,7.83,0.21,59,Female
O101085,C16996,P227870,Fashion,53.55,0.05,1,COD,2025-08-02,7,South,No,50.87,6.75,11.05,19,Female
O101086,C13981,P237747,Fashion,41.29,0.1,4,Credit Card,2024-12-13,4,Central,No,148.64,7.03,44.99,33,Female
O101087,C14673,P249577,Electronics,125.99,0.0,1,Credit Card,2025-08-22,6,East,No,125.99,8.21,6.91,63,Female
O101088,C12122,P235169,Fashion,104.69,0.0,1,Debit Card,2024-11-01,4,South,No,104.69,6.99,29.65,68,Female
O101089,C14530,P241709,Home,23.46,0.05,1,Credit Card,2024-12-17,4,Central,No,22.29,3.66,2.58,37,Female
O101090,C12150,P229415,Home,73.62,0.05,2,Wallet,2024-03-29,4,South,No,139.88,5.1,34.07,27,Male
O101091,C17589,P215685,Fashion,99.12,0.1,1,Debit Card,2024-11-26,6,Central,Yes,89.21,7.57,23.65,50,Male
O101092,C17871,P215963,Electronics,310.35749999999996,0.05,3,Credit Card,2024-05-10,6,West,No,392.75,10.76,83.88,19,Female
O101093,C14859,P229698,Fashion,33.39,0.0,1,Debit Card,2024-11-25,4,South,No,33.39,5.85,5.84,25,Female
O101094,C16881,P229150,Toys,32.82,0.0,1,Debit Card,2024-02-22,4,Central,No,32.82,4.78,8.35,43,Female
O101095,C16949,P249195,Home,310.35749999999996,0.0,2,UPI,2024-07-07,3,North,No,392.75,10.14,83.88,63,Female
O101096,C11329,P221426,Fashion,15.29,0.0,2,Debit Card,2024-07-07,5,Central,No,30.58,5.22,5.48,44,Male
